Identification,OnSaleIndicator,Name,BCAMarketingState.StateTenurePeriod,BCAMarketingState.LastMarketedDate,BCAMarketingState.MarketingState,BCAMarketingState.Identification,BCAMarketingState.StateTenureLength,BCAMarketingState.FirstMarketedDate,BCAMarketingState.FeaturesAndBenefits.MobileWallet.Type,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Type,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Identification,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Name,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Textual,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Indicator,BCAMarketingState.FeaturesAndBenefits.Card.Type,BCAMarketingState.FeaturesAndBenefits.Card.ContactlessIndicator,BCAMarketingState.FeaturesAndBenefits.Card.Scheme.0,BCAMarketingState.Eligibility.AgeEligibility.MinimumAge,BCAMarketingState.Eligibility.AgeEligibility.Notes.0,BCAMarketingState.OtherFeesCharges.FeeChargeCap.MinMaxType,BCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeCapAmount,BCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeType.0,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.ApplicationFrequency,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeType,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.CalculationFrequency,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeCategory,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeAmount,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.0,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.1,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.Description,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.FeeCategory,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.Name,BCAMarketingState.CoreProduct.ProductDescription,BCAMarketingState.CoreProduct.ProductURL,BCAMarketingState.CoreProduct.TcsAndCsURL,BCAMarketingState.CoreProduct.ServicingAccessChannels.0,BCAMarketingState.CoreProduct.ServicingAccessChannels.1,BCAMarketingState.CoreProduct.ServicingAccessChannels.2,BCAMarketingState.CoreProduct.ServicingAccessChannels.3,BCAMarketingState.CoreProduct.ServicingAccessChannels.4,BCAMarketingState.CoreProduct.ServicingAccessChannels.5,BCAMarketingState.CoreProduct.ServicingAccessChannels.6,BCAMarketingState.CoreProduct.SalesAccessChannels.0,BCAMarketingState.CoreProduct.SalesAccessChannels.1,BCAMarketingState.CoreProduct.SalesAccessChannels.2,BCAMarketingState.CoreProduct.SalesAccessChannels.3,BCAMarketingState.Notes.0,BCAMarketingState.Notes.1,BCAMarketingState.Notes.2,BCAMarketingState.PredecessorID,Segment.0,Segment.1,Segment.2,BCAMarketingState.OtherFeesCharges.FeeChargeCap.CappingPeriod
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","TransTelBusiPriPaymentToNonGrpAcc","Monthly","Transaction","0.35","Charge - Telephone Transfer to non-RBSG Payee",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","TransStandingOrd","Monthly","Transaction","0.35","Charge - Standing Orders",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashIn","Other","Transaction","0.23","Charge - Cash Centre Notes In","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashDropLodgement","Other","Transaction","0.60","Charge - Cash (Coins) Paid In - Cash Centres","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","OnlineBankingPayment","Monthly","Transaction","0.35","Charge - Online/Digital Faster Payment",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","BACSItem","Monthly","Transaction","0.18","Charge - BACS Usage",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqCounterLodgement","Other","Cheque","0.70","Charge - Cheques Paid In - Branches",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqTrans","Monthly","Cheque","0.70","Charge - Cheques & Other Debits",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashX","Other","Transaction","0.70","Charge - Branch Cash Exchange","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerOccurrence","BACSOnLineFile","Other","Transaction","5.25","Charge - BACS Files",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqIn","Monthly","Transaction","0.15","Charge - Cheques Paid in - Cash Centres",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","TransDebit","Monthly","Transaction","0.35","Charge - Other Automated Debits",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Monthly","ServiceCAccountFee","Other","Servicing","0.00","Charge - Maintenance",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashDropLodgement","Other","Transaction","0.20","Charge - Cash Sealed - Cash Centre","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","CounterCashIn","Other","Transaction","0.70","Charge - Fast Cash Paid In","per hundred pounds",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Daily","Other","ChargingPeriod","Transaction","20","Charge - Paid Referral",,"Unauthorised Paid Trans","Transaction","Unauthorised Paid Trans","Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerItem","Other","ChargingPeriod","Transaction","12","Charge - Unpaid item",,"Unauthorised Unpaid Trans","Transaction","Unauthorised Unpaid Trans","Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerOccurrence","ReportCertBalance","PerItem","Report","0","Fee - Certificate of Balance issuing",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","ReportStatementCopy1","PerOccurrence","Transaction","5.00","Charge - Duplicate statement","£5 per request",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ReportAuditLetter","PerTransaction","Report","27.50","Fee - Audit","This tariff is plus VAT per hour fee",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqStopped","Other","Transaction","0.00","Charge - Stopping a cheque","lost or stolen cheques are not subject to this charge",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","CHAPSOut","Other","Transaction","23.00","Fee - CHAPS (between Banks)",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","NightSafeNightSafe","Other","Transaction","0","Charge - Night Safe Wallet Usage",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqIn","Other","Transaction","0","Charge - Cheques Returned In",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","BACSOnLineOverlimit","Other","Transaction","45.00","Charge - BACS Referral",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ReportStatusEnquiry","Other","Report","7.24","Fee","this pricing is Plus VAT",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","AutoAutoCredit","PerOccurrence","Transaction","5.00","Fee","recall of automated credits",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","ChqSpecialChqPresentation","Other","Cheque","15.00","Fee - Special cheque clearance",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"PerTransaction","DraftsBankers","Other","BankersDrafts","12.00","Fee - Bankers draft issuance",,,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-006",true,"Business Current Account (Type 40) NatWest",,"9999-12-01","Regular","8749",,"2017-11-01",,,,,,,,,,18.0,"Customer must be at least 18 years of age in order to be eligible",,,,"Other","ServiceCAccountFeeMonthly","Other","Servicing","3.00","Fee","Autopay fees are as follows:-\n\n£3 per month for the service.\n£4.50 per insertion (min £20 / Max £200)\n£11 per reason (max £22, 53p each)",,,,"Current Account product providing access to UK payment services and channels to businesses which can be deployed across Business Banking, Commercial and legacy Corporate segments, the target market is all non personal customers.   NatWest Type 40 account","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Post","Online","CallCentre","RelationshipManager",,,,"8748",,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,"ApplePay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,"MobileBankingApp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17527","Cheque book and Credit book",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17528","Visa Debit Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17529","Monthly Statements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17530","Pre-Notification of Charges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17531","Automatic Money transfers (where requested / agreed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17532","Access to eBanking and Mobile Banking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17533","Access to Bankline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","17534","International Payments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","126813","CardScheme","Visa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126808","CreditInterestRateStructure","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","126809","Currency","GBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126810","DebitCardType","Non-authorised",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126819","OverdraftAvailable",,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126811","RegularTariffs","Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126820","DigitalServices","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"Other","126821","DiscountBenefitsAccount","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126822","AccessToBankToYou",,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126823","AccessToBankline",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126824","ChequeBookAvailable",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126825","CreditInterestRatePayable",,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountOpeningOrSwitchingIncentive","126826","CurrentAccountSwitchService",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126827","DebitCard",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126828","DirectDebits",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126814","ElectronicPayments","BACS; Faster Payments; Domestic Payments; International Payments; CHAPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126830","InstantAccess",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
